scaffold	start	end	mid	sites	lnL
Chr2	46505560	46507498	46506205	50	-1637.99459
Chr2	46507858	46511588	46509940	50	-1509.46924
Chr2	46511589	46513572	46512987	50	-1871.29574
Chr2	46513602	46516294	46514377	50	-2292.61909
Chr2	46516561	46517298	46516885	50	-2112.97072
Chr2	46517301	46520769	46519428	50	-1557.67913
Chr2	46520786	46521985	46521207	50	-836.11799
Chr2	46522055	46525066	46523557	50	-664.49088
Chr2	46525198	46526946	46526113	50	-971.03618
Chr2	46526950	46529427	46527465	50	-1158.28440
Chr2	46529431	46530064	46529750	50	-399.44290
Chr2	46530080	46530713	46530392	50	-441.39510
Chr2	46530727	46531367	46531078	50	-345.01900
Chr2	46531370	46531843	46531579	50	-414.96116
Chr2	46531861	46533195	46532689	50	-391.89296
Chr2	46533230	46534917	46533665	50	-401.61497
Chr2	46534990	46537464	46536120	50	-678.46073
Chr2	46537487	46539115	46538394	50	-1365.90029
Chr2	46539117	46541151	46540368	50	-1363.07804
Chr2	46541202	46544793	46543226	50	-1714.63640
Chr2	46544842	46546910	46545779	50	-1441.83964
Chr2	46546935	46548818	46548073	50	-1618.96239
Chr2	46548819	46549900	46549403	50	-1762.33187
Chr2	46549940	46550951	46550386	50	-1568.09157
Chr2	46550988	46552087	46551514	50	-1356.15820
Chr2	46552116	46553495	46552721	50	-1441.74190
Chr2	46553549	46554754	46554197	50	-1557.10555
Chr2	46554761	46555408	46555068	50	-2129.43914
Chr2	46555409	46556913	46556002	50	-1528.96773
Chr2	46556960	46564970	46561179	50	-2695.08361
Chr2	46564992	46568257	46566897	50	-1640.16087
Chr2	46568334	46570609	46569719	50	-1637.70093
Chr2	46570612	46572725	46571929	50	-1504.26770
Chr2	46572828	46575414	46573894	50	-1409.63498
Chr2	46575467	46580674	46578175	50	-1512.70361
Chr2	46580731	46586366	46583681	50	-1696.58317
Chr2	46586377	46587934	46587202	50	-2093.08601
Chr2	46587961	46596223	46593247	50	-2830.76672
Chr2	46596285	46603000	46598652	50	-2808.70576
Chr2	46603001	46603898	46603321	50	-2481.32016
Chr2	46603901	46607739	46605353	50	-1449.91287
Chr2	46607746	46615553	46611563	50	-1018.15524
Chr2	46615563	46616593	46616248	50	-2165.44330
Chr2	46616604	46618223	46617284	50	-1309.37657
Chr2	46618239	46619183	46618778	50	-2198.43355
Chr2	46619209	46632898	46623217	50	-1949.82326
Chr2	46632942	46638017	46634700	50	-1739.97227
Chr2	46638790	46640831	46639849	50	-2005.15471
Chr2	46640837	46642018	46641587	50	-1175.14453
Chr2	46642028	46642825	46642477	50	-880.49137
Chr2	46642827	46643866	46643326	50	-922.47531
Chr2	46643891	46644654	46644234	50	-793.75000
Chr2	46644700	46645792	46645253	50	-1294.40109
Chr2	46645809	46648810	46646911	50	-1698.94633
Chr2	46648868	46652433	46651076	50	-1755.43011
Chr2	46652496	46653912	46653037	50	-1805.30637
Chr2	46653913	46654846	46654312	50	-1482.49450
Chr2	46654850	46658416	46656756	50	-1883.26940
Chr2	46658431	46660330	46659121	50	-1796.47568
Chr2	46660408	46661337	46660999	50	-1899.60230
Chr2	46661368	46661880	46661657	50	-2024.19317
Chr2	46661893	46662624	46662251	50	-1725.63715
Chr2	46662662	46664716	46663492	50	-1431.92711
Chr2	46664792	46675320	46672578	50	-1900.94796
Chr2	46675367	46677692	46676401	50	-2103.71436
Chr2	46678179	46682182	46680479	50	-1597.85166
Chr2	46682197	46685084	46683666	50	-1745.23462
Chr2	46685180	46689109	46686917	50	-1807.04786
Chr2	46689182	46691681	46690294	50	-1711.12013
Chr2	46691742	46695988	46693544	50	-1900.23105
Chr2	46696035	46701015	46698751	50	-1570.73156
Chr2	46701018	46704521	46702741	50	-1579.49260
Chr2	46704669	46708222	46706691	50	-2297.59646
Chr2	46708248	46711329	46710226	50	-2009.15253
Chr2	46711342	46711975	46711535	50	-1832.97967
Chr2	46711979	46714607	46713129	50	-1678.84703
Chr2	46714609	46717013	46715531	50	-1713.67094
Chr2	46717042	46719892	46718365	50	-1976.87140
Chr2	46719894	46727554	46724217	50	-1808.78457
Chr2	46727629	46741516	46735367	50	-1742.22604
Chr2	46741588	46746969	46745625	50	-2035.26637
Chr2	46746976	46748306	46747552	50	-1683.20072
Chr2	46748370	46750561	46749067	50	-1299.11801
Chr2	46750686	46755874	46753577	50	-1876.66551
Chr2	46755969	46762648	46759102	50	-1913.06264
Chr2	46762838	46775605	46769886	50	-2230.54031
Chr2	46775638	46778520	46777411	50	-2323.86654
Chr2	46778521	46779051	46778731	50	-2130.68776
Chr2	46779058	46789860	46785312	50	-1669.75563
Chr2	46789861	46796500	46793656	50	-2557.60574
Chr2	46796539	46796918	46796761	50	-2608.25384
Chr2	46796919	46797401	46797046	50	-3150.86686
Chr2	46797402	46798631	46798029	50	-2840.00556
Chr2	46798682	46802117	46800417	50	-1767.65646
Chr2	46802504	46810354	46806779	50	-1692.50095
Chr2	46810421	46830068	46822836	50	-1928.05154
Chr2	46830075	46831735	46830747	50	-1294.67412
Chr2	46831787	46833401	46832747	50	-1202.09977
Chr2	46833445	46834809	46834088	50	-1863.06760
Chr2	46834832	46837360	46836729	50	-1501.38691
Chr2	46837361	46838727	46838031	50	-1575.04578
Chr2	46838730	46840737	46839756	50	-1238.22601
Chr2	46840744	46841664	46841042	50	-1326.33968
Chr2	46841734	46844589	46843198	50	-1298.09197
Chr2	46844590	46848144	46846843	50	-1577.03034
Chr2	46848164	46850296	46849255	50	-2605.81689
Chr2	46850303	46851389	46850904	50	-1906.38420
Chr2	46851398	46853134	46851926	50	-2427.28899
Chr2	46853140	46854469	46854065	50	-2364.42941
Chr2	46854477	46855296	46854851	50	-1797.60886
Chr2	46855301	46856822	46856081	50	-2428.16461
Chr2	46856831	46858410	46857420	50	-2081.97996
Chr2	46858458	46867482	46860149	50	-1208.84000
Chr2	46867673	46874925	46870465	50	-1368.47450
Chr2	46875259	46884619	46880861	50	-1929.28455
Chr2	46884635	46893768	46889303	50	-2356.30425
Chr2	46893771	46896284	46895102	50	-3101.44373
Chr2	46896364	46898452	46897276	50	-2385.02195
Chr2	46898457	46900619	46899389	50	-2643.70531
Chr2	46900661	46901730	46901131	50	-1781.72561
Chr2	46901772	46911262	46905406	50	-3002.55444
Chr2	46911279	46915888	46913516	50	-1944.18642
Chr2	46915946	46920074	46917701	50	-1605.88232
Chr2	46920148	46925167	46922684	50	-2046.61191
Chr2	46925180	46926822	46926045	50	-1772.67082
Chr2	46926854	46932365	46928778	50	-2268.80908
Chr2	46932394	46941177	46939414	50	-2066.05172
Chr2	46941223	46943853	46942816	50	-2173.81730
Chr2	46943896	46945503	46944786	50	-2611.78400
Chr2	46945542	46946531	46946035	50	-2659.45527
Chr2	46946610	46949446	46947585	50	-2622.88607
Chr2	46949467	46955230	46951413	50	-2260.94173
Chr2	46955231	46961054	46957622	50	-1894.67214
Chr2	46961156	46967664	46964046	50	-2129.46342
Chr2	46967678	46978719	46970828	50	-2381.99632
Chr2	46979417	46984424	46981959	50	-1940.77419
Chr2	46984428	46990314	46987962	50	-1726.15947
Chr2	46990316	46995446	46991755	50	-1868.03226
Chr2	46995506	46998512	46997197	50	-1715.43492
Chr2	46998554	47001780	47000080	50	-2274.35138
Chr2	47001784	47007825	47005100	50	-2393.97930
Chr2	47007836	47021579	47012138	50	-2595.95885
Chr2	47021581	47026987	47024802	50	-2496.66392
Chr2	47026992	47027405	47027226	50	-2044.74394
Chr2	47027407	47031964	47029070	50	-2482.34928
Chr2	47031975	47037962	47034622	50	-1625.92101
Chr2	47037966	47040650	47038828	50	-1848.55702
Chr2	47040661	47079070	47057826	50	-2541.72972
Chr2	47079281	47085361	47083146	50	-1870.46277
Chr2	47085379	47086236	47085823	50	-1907.97140
Chr2	47086238	47086919	47086623	50	-2121.37215
Chr2	47086947	47089171	47088050	50	-1743.57986
Chr2	47089227	47094267	47092110	50	-2248.51520
Chr2	47094269	47100893	47097357	50	-2126.25398
Chr2	47100906	47103145	47102183	50	-2349.46231
Chr2	47103148	47103915	47103496	50	-2081.77763
Chr2	47103963	47106202	47105122	50	-2185.33039
Chr2	47106203	47107762	47106868	50	-2559.48728
Chr2	47107848	47118611	47117061	50	-2213.01112
Chr2	47118612	47133926	47122640	50	-2459.64299
Chr2	47133958	47152802	47142086	50	-1895.23037
Chr2	47152803	47157808	47156290	50	-1789.65060
Chr2	47157955	47164912	47161087	50	-2034.09300
Chr2	47164964	47168941	47167227	50	-1919.17408
Chr2	47168982	47174434	47172432	50	-2394.13618
Chr2	47174442	47179586	47176334	50	-2139.76940
Chr2	47179624	47195661	47188925	50	-1990.69873
Chr2	47195665	47198303	47197382	50	-1852.93972
Chr2	47198322	47199227	47198764	50	-1548.46205
Chr2	47199235	47201635	47200577	50	-1911.08700
Chr2	47201640	47204320	47202849	50	-1758.29668
Chr2	47204410	47205366	47204894	50	-1474.06505
Chr2	47205372	47206733	47206156	50	-767.52468
Chr2	47207138	47208100	47207747	50	-2199.31903
Chr2	47208104	47213978	47211158	50	-1581.73761
Chr2	47213985	47225943	47223257	50	-1597.49446
Chr2	47225961	47228298	47226904	50	-1523.42441
Chr2	47228305	47229072	47228547	50	-1386.39757
Chr2	47229094	47240997	47239724	50	-845.50635
Chr2	47241019	47243166	47241652	50	-1388.75223
Chr2	47243167	47245174	47243962	50	-1483.11975
Chr2	47245176	47256005	47249963	50	-1283.13634
Chr2	47256007	47259877	47257530	50	-1578.33914
Chr2	47260067	47265781	47262413	50	-2045.32069
Chr2	47265792	47270426	47268603	50	-1947.34241
Chr2	47270456	47274947	47273606	50	-1923.39379
Chr2	47274948	47278393	47276823	50	-2438.77722
Chr2	47278448	47280459	47279520	50	-1331.13665
Chr2	47280524	47284182	47282570	50	-1891.28441
Chr2	47284200	47286561	47285395	50	-1207.87511
Chr2	47286690	47306444	47303859	50	-2295.51602
Chr2	47306465	47309405	47308146	50	-2428.17162
Chr2	47309499	47312395	47310738	50	-2852.39096
Chr2	47312441	47316599	47314632	50	-2397.61621
Chr2	47316637	47318037	47317445	50	-2133.32353
Chr2	47318088	47319795	47319125	50	-2086.05023
Chr2	47319820	47323193	47320821	50	-2260.30177
Chr2	47323201	47324170	47323821	50	-2260.69925
Chr2	47324178	47327217	47325883	50	-2752.42924
Chr2	47327227	47335350	47331829	50	-2526.87862
Chr2	47338918	47342440	47341302	50	-2310.26196
Chr2	47342443	47342982	47342743	50	-2097.34570
Chr2	47342994	47344052	47343526	50	-2474.02757
Chr2	47344102	47344655	47344409	50	-2715.73112
Chr2	47344656	47345421	47345022	50	-1875.98584
Chr2	47345431	47348104	47346817	50	-2907.11914
Chr2	47348111	47348849	47348511	50	-2001.49529
Chr2	47348882	47351348	47349746	50	-2834.67738
Chr2	47351361	47353556	47352484	50	-2404.50615
Chr2	47353567	47355378	47354518	50	-2432.61222
Chr2	47355381	47357229	47356290	50	-2322.44930
Chr2	47357260	47358773	47358059	50	-2507.48236
Chr2	47358777	47360261	47359554	50	-2316.49921
Chr2	47360298	47364231	47361948	50	-2764.80345
Chr2	47364299	47369184	47366117	50	-2413.47090
Chr2	47369332	47371505	47370524	50	-1988.73685
Chr2	47371570	47373562	47372902	50	-2014.46528
Chr2	47373568	47373837	47373713	50	-2052.17066
Chr2	47373852	47374791	47374090	50	-1902.93726
Chr2	47374802	47376403	47375636	50	-2016.13715
Chr2	47376404	47377472	47376856	50	-1579.53274
Chr2	47377504	47378748	47378139	50	-2154.49518
Chr2	47378752	47379522	47379178	50	-1430.71356
Chr2	47379535	47380199	47379850	50	-2128.24904
Chr2	47380208	47381646	47380935	50	-2976.81717
Chr2	47381659	47383928	47382583	50	-3239.47340
Chr2	47383955	47386815	47384917	50	-2977.80164
Chr2	47386936	47390980	47389355	50	-3977.38114
Chr2	47390996	47393691	47392163	50	-3873.50180
Chr2	47393703	47403234	47399487	50	-2799.33015
Chr2	47403246	47408513	47405732	50	-2846.83697
Chr2	47408561	47409483	47409118	50	-1948.32536
Chr2	47409501	47410066	47409744	50	-2251.32638
Chr2	47410077	47411089	47410586	50	-2132.61551
Chr2	47411093	47412152	47411621	50	-1956.49108
Chr2	47412156	47413282	47412799	50	-1666.31759
Chr2	47413308	47420457	47414479	50	-1597.25356
Chr2	47420488	47422143	47421094	50	-1649.05569
Chr2	47422154	47424036	47423229	50	-1976.41870
Chr2	47424085	47426008	47424751	50	-1920.24051
Chr2	47426345	47439066	47429155	50	-1953.59256
Chr2	47439070	47439644	47439346	50	-1589.18773
Chr2	47439656	47442679	47440894	50	-1673.89916
Chr2	47442681	47444723	47443241	50	-1581.42093
Chr2	47444738	47448337	47446762	50	-1421.00224
Chr2	47448341	47450723	47449137	50	-1174.27823
Chr2	47450740	47473657	47462594	50	-1704.46615
Chr2	47473676	47481650	47476957	50	-1447.40207
Chr2	47481751	47484511	47483059	50	-1049.20738
Chr2	47484521	47486149	47484902	50	-1460.24632
Chr2	47486193	47487780	47486948	50	-1003.00652
Chr2	47487785	47501418	47491234	50	-2807.14812
Chr2	47501420	47501730	47501551	50	-2433.58658
Chr2	47501739	47505767	47502994	50	-1879.99430
Chr2	47505769	47512740	47508842	50	-1085.17557
Chr2	47512758	47515176	47513947	50	-872.17352
Chr2	47515181	47529767	47522014	50	-1187.38376
Chr2	47529895	47532167	47530848	50	-1939.65448
Chr2	47532370	47534176	47533406	50	-2470.89138
Chr2	47534178	47545199	47538650	50	-1797.76138
Chr2	47545258	47548928	47547170	50	-946.77735
Chr2	47548940	47552515	47550854	50	-1000.57627
Chr2	47552518	47557304	47554494	50	-1140.32336
Chr2	47557326	47561772	47560467	50	-1130.85086
Chr2	47561816	47563858	47562785	50	-1130.26632
Chr2	47563881	47565747	47564737	50	-1155.02532
Chr2	47565749	47569865	47568090	50	-1594.60799
Chr2	47569874	47571489	47570641	50	-1124.18265
Chr2	47571552	47572301	47572074	50	-1313.22443
Chr2	47572305	47574012	47572732	50	-1621.50524
Chr2	47574046	47576880	47576077	50	-2044.38774
Chr2	47576895	47577719	47577326	50	-1097.27971
Chr2	47577761	47580726	47579619	50	-1270.30745
Chr2	47580760	47583332	47582009	50	-2452.15371
Chr2	47583339	47586213	47584059	50	-1312.87639
Chr2	47586296	47594774	47590494	50	-1820.17687
Chr2	47594775	47597726	47596205	50	-2203.82974
Chr2	47597727	47617492	47607314	50	-2031.76003
Chr2	47617837	47622534	47620126	50	-2183.65833
Chr2	47622583	47624572	47623649	50	-627.25858
Chr2	47624600	47630338	47628063	50	-1265.82448
Chr2	47630354	47633137	47632566	50	-2275.92927
Chr2	47633149	47635550	47634155	50	-2416.26353
Chr2	47635551	47637958	47636957	50	-844.89247
Chr2	47637972	47640398	47639001	50	-1075.23555
Chr2	47640403	47641880	47641169	50	-1305.64077
Chr2	47641885	47642755	47642377	50	-717.09608
Chr2	47642756	47647629	47645720	50	-645.29558
Chr2	47647631	47651427	47649433	50	-1076.82665
Chr2	47651438	47657160	47653976	50	-1355.99212
Chr2	47657162	47661355	47659563	50	-1249.17869
Chr2	47661377	47663015	47662363	50	-1209.76125
Chr2	47663052	47664139	47663516	50	-1404.42930
Chr2	47664164	47665641	47664908	50	-1316.61608
Chr2	47665645	47667143	47666380	50	-1166.85304
Chr2	47667178	47669225	47668224	50	-1114.89373
Chr2	47669314	47679341	47677251	50	-1299.62984
Chr2	47679401	47693554	47684537	50	-1517.90128
Chr2	47693629	47695316	47694332	50	-1483.22997
Chr2	47695335	47696280	47695926	50	-2447.70738
Chr2	47696285	47697068	47696677	50	-2695.79563
Chr2	47697139	47698733	47698334	50	-2176.97256
Chr2	47698755	47699362	47699082	50	-2398.05062
Chr2	47699369	47702209	47700578	50	-1791.21133
Chr2	47702243	47711058	47705951	50	-1284.76218
Chr2	47711061	47713488	47712197	50	-1046.32832
Chr2	47713563	47714396	47713961	50	-1023.67555
Chr2	47714397	47715177	47714746	50	-1637.64083
Chr2	47715193	47716003	47715604	50	-1348.49758
Chr2	47716004	47717318	47716548	50	-946.15086
Chr2	47717350	47718377	47717785	50	-1120.66811
Chr2	47718381	47719029	47718751	50	-1382.09016
Chr2	47719033	47719478	47719261	50	-922.85569
Chr2	47719495	47720262	47719931	50	-948.14909
Chr2	47720366	47721237	47720822	50	-977.00188
Chr2	47721241	47721725	47721457	50	-796.01484
Chr2	47721726	47722636	47722289	50	-763.70953
Chr2	47722662	47723389	47722885	50	-1366.58007
Chr2	47723500	47725926	47724516	50	-953.18809
Chr2	47725948	47728313	47727428	50	-959.28789
Chr2	47728314	47729114	47728613	50	-2271.74464
Chr2	47729129	47730603	47729859	50	-878.54074
Chr2	47730652	47731968	47731310	50	-762.13873
Chr2	47731975	47733910	47732860	50	-901.50106
Chr2	47734167	47735573	47734980	50	-1114.39694
Chr2	47735575	47738905	47736970	50	-862.30953
Chr2	47738944	47747246	47744111	50	-1557.07128
Chr2	47747270	47750505	47748685	50	-977.92812
Chr2	47750580	47755029	47752640	50	-950.50040
Chr2	47755063	47759192	47757176	50	-885.44466
Chr2	47759218	47760951	47760268	50	-747.45844
Chr2	47760955	47762970	47761945	50	-745.20321
Chr2	47762999	47764841	47763864	50	-508.62801
Chr2	47764974	47767246	47766411	50	-927.13090
Chr2	47767324	47769289	47768369	50	-698.12103
Chr2	47769293	47772125	47771041	50	-830.53156
Chr2	47772243	47777166	47775017	50	-1809.09320
Chr2	47777274	47782223	47780296	50	-2177.69282
Chr2	47782224	47785108	47783522	50	-1327.81445
Chr2	47785126	47797725	47790547	50	-1799.51530
Chr2	47797775	47805945	47802580	50	-1438.39257
Chr2	47805986	47818229	47813424	50	-1307.20742
Chr2	47818255	47819262	47818713	50	-1719.17312
Chr2	47819277	47820310	47819668	50	-1372.33583
Chr2	47820325	47821236	47820730	50	-1873.24538
Chr2	47821255	47822092	47821649	50	-2696.40380
Chr2	47822096	47823148	47822519	50	-1893.28991
Chr2	47823162	47824251	47823743	50	-1717.94976
Chr2	47824252	47825462	47825008	50	-1654.48122
Chr2	47825463	47826028	47825735	50	-1631.76525
Chr2	47826053	47832197	47828411	50	-1545.47587
Chr2	47832205	47836074	47834045	50	-1129.64135
Chr2	47836290	47837664	47837240	50	-1354.88113
Chr2	47837670	47839394	47838826	50	-1531.17287
Chr2	47839403	47841741	47840724	50	-1657.87946
Chr2	47841752	47842734	47842316	50	-1090.67773
Chr2	47842762	47844017	47843372	50	-1483.50210
Chr2	47844044	47845280	47844666	50	-1373.66232
Chr2	47845289	47847388	47846577	50	-1397.42977
Chr2	47847397	47850126	47848837	50	-1302.96382
Chr2	47850128	47850672	47850420	50	-1769.95379
Chr2	47850705	47863044	47861151	50	-1504.01184
Chr2	47863110	47864173	47863604	50	-1234.40606
Chr2	47864206	47865741	47864961	50	-1109.06914
Chr2	47865744	47867291	47866452	50	-1227.31822
Chr2	47867292	47868340	47867787	50	-1287.53034
Chr2	47868422	47870024	47869179	50	-1416.62943
Chr2	47870052	47871545	47870720	50	-1413.15851
Chr2	47871546	47874938	47873422	50	-1383.10341
Chr2	47875016	47876713	47876048	50	-1291.77943
Chr2	47876735	47877918	47877289	50	-1198.07853
Chr2	47877923	47879000	47878411	50	-1211.75332
Chr2	47879004	47880198	47879634	50	-1115.27243
Chr2	47880286	47882232	47881013	50	-1177.33931
Chr2	47882474	47886599	47885172	50	-1738.12914
Chr2	47886652	47888172	47887411	50	-2071.81921
Chr2	47888176	47889606	47888912	50	-2003.10077
Chr2	47889615	47890087	47889810	50	-1968.16522
Chr2	47890115	47890884	47890477	50	-2084.04245
Chr2	47890890	47891720	47891296	50	-2091.29244
Chr2	47891739	47892387	47892093	50	-2095.85854
Chr2	47892389	47892829	47892654	50	-2429.21098
Chr2	47892830	47893239	47893046	50	-1806.95338
Chr2	47893240	47893914	47893470	50	-2363.46595
Chr2	47893930	47895200	47894551	50	-1902.99196
Chr2	47895217	47896278	47895838	50	-2664.42891
Chr2	47896282	47897068	47896750	50	-2199.79504
Chr2	47897071	47897515	47897316	50	-2095.34600
Chr2	47897532	47898237	47897870	50	-2806.23746
Chr2	47898257	47899130	47898660	50	-2562.95636
Chr2	47899163	47900074	47899610	50	-2688.82824
Chr2	47900078	47901104	47900510	50	-1848.99923
Chr2	47901136	47902636	47901999	50	-2495.31748
Chr2	47902651	47904062	47903412	50	-2375.69915
Chr2	47904118	47905769	47905003	50	-2513.35343
Chr2	47905773	47907426	47906622	50	-2273.35017
Chr2	47907434	47908151	47907869	50	-2368.84262
Chr2	47908156	47909540	47908860	50	-2779.92702
Chr2	47909551	47910295	47909819	50	-2489.46610
Chr2	47910296	47911057	47910655	50	-2672.65339
Chr2	47911073	47911713	47911425	50	-2356.61209
Chr2	47911760	47912625	47912241	50	-2909.51639
Chr2	47912642	47913190	47912929	50	-2702.15138
Chr2	47913202	47914275	47913609	50	-2829.31114
Chr2	47914278	47915632	47915077	50	-1741.45405
Chr2	47915701	47918541	47916999	50	-1919.87632
Chr2	47918571	47920776	47919495	50	-1975.24738
Chr2	47920818	47922471	47921636	50	-1838.05163
Chr2	47922499	47924677	47923901	50	-1760.79215
Chr2	47924691	47925617	47925227	50	-1459.96984
Chr2	47925625	47932282	47928861	50	-1512.89685
Chr2	47932315	47934773	47932973	50	-1571.79312
Chr2	47934782	47935368	47935145	50	-1502.59280
Chr2	47935369	47939549	47937436	50	-1990.95520
Chr2	47939555	47941100	47940093	50	-1890.91440
Chr2	47941110	47949523	47946876	50	-2467.89538
Chr2	47949528	47951460	47950769	50	-1902.57499
Chr2	47951466	47952712	47952012	50	-1700.38849
Chr2	47952778	47954502	47953742	50	-1640.61126
Chr2	47954620	47956310	47955531	50	-1872.40266
Chr2	47956326	47958977	47957912	50	-1926.57641
